,Doctorate Bachelor Awarded,Doctorate awarded to academic staff,Institutional income to academic staff,Students to academic staff ratio,Teaching reputation,Publications per staff,Research income to academic staff,Research reputation,Citations,Industry income to academic staff,International co-authorship,Proportion of international academic staff,Proportion of international students
Dokuz Eylul University,46,18.6,31.5,42,0.7,12.3,25.3,0.2,14.5,32.8,8.3,22.6,19.8
Beijing Jiaotong University,46.9,29.3,43.5,49.1,4.5,53.7,44.1,4,11.9,58.2,13.2,22.9,31.4
UFG - Universidade Federal de Goiás,46.5,14.9,34.1,60.3,1.2,10.5,21.7,1.5,13.6,31.8,13.3,23.4,16.1
Mohammed V University of Rabat,47.3,70.2,28.9,31,0,13.3,25.6,0.2,20,37.8,45.1,21.1,23.8
University of Calcutta,53.9,99.6,39.6,29.8,3.8,22.7,36.6,2.4,14,33.5,7.1,20.6,16.2
Kaunas University of Technology,46.4,21.5,32.7,48.9,1.1,21.9,32.2,1.5,3.3,35.7,19.5,22.1,29.4
Prince of Songkla University,46,17.8,40.7,41,0.4,14.4,24.7,0.5,20.3,34,50.2,29.1,17.4
Ankara University,46.4,24.2,36.7,42.8,2.8,11.9,26.4,2.1,11.4,32.4,13.7,23.6,25
"University of the Sunshine Coast, Australia",46,24.5,47.7,32.8,0.4,76.5,26.8,0.4,46.5,34.4,71.7,56,62.1
Chungnam National University,46.9,52.3,40.5,36.9,1.4,39.5,49.4,0.8,13.1,43.9,16.4,26.8,22.5
Pusan National University,47.1,59.4,54.4,39.3,3.5,60,69.4,3.3,28.8,63.1,19.2,39.1,46.3
Khon Kaen University,46.3,25,49.4,40.4,3.2,17.2,25.9,1.1,16.9,53.5,44.7,29.4,18.6
Universidade Federal de São Carlos,49.3,51.4,32,47.4,4,19,31.6,3.1,15.9,32.3,24.2,24,19
Universidad Nacional de Cordoba,46.3,19.5,31,36.8,6.1,9.3,21.8,3.9,20.2,5,53.9,21.4,17.5
Tamkang University,45.8,17.2,35.2,35.5,2.2,24.9,25.8,1.5,9.3,33.5,12.6,32,30.3
Marmara University,46.1,19.8,100,28.9,0.2,15.4,97.6,0.1,16.5,31.8,13.3,25,23.3
Makerere University,45.7,17.5,45.9,32.6,4.5,18.8,30.1,3,75.8,38.1,99.9,38.2,37.4
Universidade Estadual de Londrina,46.9,37.2,38.1,61.8,1.4,11.9,34.2,0.3,10.6,31.8,9.6,22.6,16.9
Universidad Austral de Chile,46,19.1,35.3,43.3,1.9,18.9,31.9,1.2,24.4,42.8,90,36.3,19.2
University of Tunis El Manar,46.7,50.8,27.9,43.4,0.9,22.3,22.9,0.4,7.3,32.1,74.2,23.1,17.5
Federal University of Viçosa,49.2,52.1,40.4,49,2.7,2.4,28.2,2.1,8.7,50.3,11.3,24.7,21.5
University of Antioquia,45.9,16.5,48.5,36.2,4.6,12.2,83.2,4.4,17.5,38.7,74.4,26,15.9
University of Pecs,46.4,22,44.7,52,0.7,17.4,32.4,0.3,39.3,46.9,77.3,23.2,65.3
University of Central Lancashire,45.9,18.9,38,45.4,0.6,34.7,24.2,1.2,35.3,32.2,61.7,46.9,69.3
Worldwide: Top*,51,100,77.9,76.2,29.9,100,100,26,100,74.4,100,100,100
Worldwide: 75%,48.2,64.8,53.5,52.6,12.9,69.1,58.5,11.1,74.2,50.4,78.7,63.6,67
Worldwide: Median,46.9,39.8,43.5,43.9,4.2,39.5,35.8,3.5,47,38.4,49.1,34.5,38.9
Worldwide: 25%,46.3,24.2,36.9,36.8,1.5,20.1,26.8,1.2,22.9,33.6,20.4,25.2,22.3
Worldwide: Bottom*,45.6,0,27,20.4,0,0.1,0,0,0.8,9.1,0.7,0.6,15.4
