,Doctorate Bachelor Awarded,Doctorate awarded to academic staff,Institutional income to academic staff,Students to academic staff ratio,Teaching reputation,Publications per staff,Research income to academic staff,Research reputation,Citations,Industry income to academic staff,International co-authorship,Proportion of international academic staff,Proportion of international students
Dokuz Eylul University,41.5,31.1,27.5,40.1,0,24.9,30.9,0,11,33.9,8.2,32.6,21.6
Khon Kaen University,40.9,43.8,30.1,36.1,2.4,18.1,29.4,0,16.9,34.3,16.6,24.4,19.9
Chapman University,37.7,17.3,93.7,83.5,0,31.2,28.1,0,38.9,37.7,81.4,30.4,27.2
Mohammed V University of Rabat,39.2,23.7,20.5,38.7,0,14,25.3,0,18.6,44.8,31.1,20.6,23
University of Sfax,68.8,76.8,18,49.1,0,20.7,22.5,3.5,19.8,33.7,68.4,27.7,22.4
Universidad Nacional de Cordoba,81.4,44.5,20,42.3,6.3,20.1,22.2,2,27.3,34.2,55.5,33.4,26.9
Universidad del Norte
University of Antioquia,50,34.1,73.8,40.5,0.1,13.5,86.9,0,25.1,60.2,76.1,35.1,19.4
Universitas Padjadjaran
Federal University of Viçosa,43.4,19.9,44.2,77.7,1.1,19,29.3,0.8,19.1,49.5,14.1,30.2,21.3
Beijing Jiaotong University,49.7,34.7,33.4,48.5,5.2,88.8,39.8,1.2,25.7,57.3,7.2,62.6,19.7
Kangwon National University,39.5,31,47.8,39.8,0,79.4,45.6,0,28.2,36.8,16.9,20.6,19.2
University of Calcutta,100,100,53.3,39.2,7.4,13.3,74.6,2.3,11.9,56.3,7.4,20.6,20.5
University of Central Lancashire
Obafemi Awolowo University (OAU),41.7,27.5,18,44.3,1.2,10.5,22.4,0.9,10.3,34.1,59.9,21.7,18.8
University of Tunis El Manar,51,61.7,19.9,43.5,0,24.5,26.5,3.5,8.9,34.2,72.2,29.6,20
Vietnam National University - Ho Chi Minh City (VNU-HCM),38.5,22.7,37.4,38,1.3,16.7,22.6,0,24.3,33.7,54.6,20.6,18.8
Marmara University
Chungbuk National University,39.2,25,28,42.7,0,40.5,38.8,0,9,40.3,16.2,23.8,19.4
Kaunas University of Technology,40.4,22.3,22,55.7,0,22.7,25,0,14,41.1,41.6,21.5,21.2
Tamkang University,38.4,23.1,31.3,35.7,1.3,30.5,31.4,2.3,20,34.1,37.6,24,25.9
Universidade Federal de São Carlos,56.8,51.1,40,41.4,1.3,29.7,32,1,24,36.7,21.4,31.3,23.9
Prince of Songkla University,39.8,27,27.1,45.7,0,12.2,26.1,1.8,15.2,35.8,29.4,21.8,25.1
Universidad Austral de Chile,41.6,20.2,29.4,46.2,0,18.7,40.3,0,41.2,57.6,93.4,43.8,33
University of Pecs,45.5,25.5,30.5,59.8,0,22.4,46.9,0,11.2,38.2,41.8,25.9,93
University of Lethbridge,40.5,32.2,38.2,43.3,1.2,31.1,27.9,0.9,24.2,33.8,78.6,70,50.2
Makerere University,38.2,20.3,74.2,44.1,0,14.7,99,0,17.7,100,94.4,32.6,31.1
UFG - Universidade Federal de Goiás,48.6,29.5,19.2,43.5,1.6,16.8,25.1,0,20.8,42.5,17.8,28.1,19.2
Thammasat University,38.5,25.3,32.4,38.7,0,23.9,24.4,0,8.2,37.1,24.8,22,20.4
Ankara University,46.7,31.4,28.6,39,1.1,14,25.4,0.8,19.5,35,25.5,21.2,25.6
Universidade Estadual de Londrina,60.6,82.8,25.6,37.1,1.3,13.3,28,0,16.9,33.7,6.6,22.3,21
Dokuz Eylul University,41.5,31.1,27.5,40.1,0,24.9,30.9,0,11,33.9,8.2,32.6,21.6
Universidade Federal da Bahia,63.2,53.1,45.3,33.4,0,19.1,35.8,0,17.1,33.7,19.9,59.7,19.2
Kharazmi University,44.2,41,32.6,39.3,0,31.4,30,0,27.4,45.4,7.5,20.6,21.9
Canterbury Christ Church University
Chungnam National University,40.7,49.4,56,36.2,2.9,69.3,49.7,4.4,8.9,40.7,13.5,24.2,21.4
De La Salle University,38.3,19.3,22.7,58.2,0,15.8,24.2,0,44.6,33.7,30.8,24.6,25.3
Pusan National University,42,73.5,76.4,35.8,4.7,75.8,81.9,4.4,41.2,71.8,20.8,49,42.5
"University of the Sunshine Coast, Australia"
Ege University,40,46.9,53.8,31.9,0.8,38.2,36.6,0,10.2,34.3,14.6,22.6,20.4
Universidad Nacional de Educacion a Distancia
Universitas Sebelas Maret
Rowan University
