,Doctorate Bachelor Awarded,Doctorate awarded to academic staff,Institutional income to academic staff,Students to academic staff ratio,Teaching reputation,Publications per staff,Research income to academic staff,Research reputation,Citations,Industry income to academic staff,International co-authorship,Proportion of international academic staff,Proportion of international students
Dokuz Eylul University,47.6,27,25.1,35.2,0,19.3,31.4,2,25.9,41.2,4.8,22.6,27.4
Mohammed V University of Rabat
University of Sfax
Khon Kaen University,48,90,28.1,35.2,8.6,25.5,32.2,6.7,28.9,41.3,53.6,100,22.4
Chapman University,48.3,47.6,37.6,57.8,16.9,29.6,36.6,2.2,71.9,40,10.9,27.7,32.6
Universitas Sebelas Maret,47.7,25.9,24.9,39.3,10.2,18.2,50.5,6,34,85.8,7.3,49.3,21.8
University of Antioquia,47.6,28.5,42.1,31.2,3.5,19.9,38.8,1.4,24.2,42.1,39.8,25.7,20.9
Universitas Padjadjaran
Universidad Nacional de Cordoba
Universidad del Norte,47.9,29.9,27.5,63.5,0.7,39.3,37.4,3.3,37.5,50.4,88.9,92.7,28.3
Federal University of Viçosa
Kangwon National University
Beijing Jiaotong University
University of Calcutta
University of Central Lancashire,47.8,27.6,20.6,67.7,0,38.7,30.8,9.1,57.9,40,64.7,29.8,55.5
Vietnam National University - Ho Chi Minh City (VNU-HCM)
Marmara University,47.7,56.7,34.7,32.6,5.5,19.9,30.6,5.6,30.5,40.3,23.2,28.4,27.2
Obafemi Awolowo University (OAU)
University of Tunis El Manar
Rowan University,47.9,39,30.6,46.5,0,25,30.9,0,51.2,40,6.4,44.5,24.8
Chungbuk National University
Kaunas University of Technology
Universidade Federal de São Carlos,48.8,77.4,30.7,41.3,17.9,33.6,34.4,7.8,15.7,40,15.1,22.6,21.5
Tamkang University,47.6,21.7,27.3,44.4,0,29.8,39.6,0,30.5,41.9,13.3,35.3,35.2
Prince of Songkla University,47.6,24.4,40.9,41.9,0,21.3,52,0,53.1,47.3,52.7,26.7,21.2
University of Lethbridge
Universidad Austral de Chile,47.6,19.5,37.2,36.7,0.8,24.4,33.8,4.5,29,43.2,95.3,39,22.4
University of Pecs
UFG - Universidade Federal de Goiás,48.1,29.1,25.2,64.4,4.7,18.3,32,3.1,18,40.3,12,29.5,21.6
Makerere University,47.6,23.7,54.2,36,11.2,21.4,88.8,20.3,28.6,42.6,98.8,42.2,22.6
Kharazmi University
Thammasat University,47.6,19.5,46.3,81.3,0,26.7,42.5,4.7,45.7,63.4,54.4,63.9,20.5
Dokuz Eylul University,47.6,27,25.1,35.2,0,19.3,31.4,2,25.9,41.2,4.8,22.6,27.4
Ankara University,47.8,35.2,24.6,41.9,11.7,19.9,34.4,14.4,34.2,40.6,18.4,29.6,25.1
Universidade Estadual de Londrina,47.8,30.4,24.6,45.8,11.8,28.2,37.3,3.1,13.1,40.9,34.8,22.6,21.4
Universidade Federal da Bahia,48.6,88.1,25.8,39.1,4.7,22.9,34.5,6.6,22.6,41,29.2,22.6,21.1
Universidad Nacional de Educacion a Distancia,47.7,41.6,25.9,31.8,34.7,51.9,30.8,19.5,58.7,40.5,46.8,22.6,30.9
Chungnam National University
Canterbury Christ Church University,47.7,34,20.6,43,22.4,20.9,31.4,9.4,33.9,40,10,44.2,42.5
Pusan National University
De La Salle University,50,35.7,25.8,61.5,11.5,22.4,31.7,8,54,40,30.8,22.6,50.6
"University of the Sunshine Coast, Australia",47.6,25.9,43.6,38.4,4.9,57.6,30.4,3.3,49.2,40,26.9,45.1,38.8
Ege University,47.6,20.6,36,36.6,3,21.6,43.4,5.9,31.2,45.2,19.3,22.6,23.9
